Latitude,Longitude,Area_Name,Crime_Count,Street_Light,CCTV,Police_Patrol,Isolation_Level,Time_Period
10.530536,76.208429,Round West,15,Poor,No,Frequent,High,Evening
10.527493,76.210787,Round West,11,Moderate,No,Rare,Medium,Night
10.530806,76.207174,Round West,13,Moderate,Yes,Rare,Medium,Morning
10.530899,76.205485,Round West,9,Poor,Yes,Rare,High,Night
10.528584,76.208852,Round West,11,Poor,No,Occasional,Medium,Afternoon
10.529327,76.211072,Round West,13,Good,No,Rare,Low,Night
10.525037,76.2057,Round West,12,Poor,No,Rare,High,Evening
10.525578,76.210766,Round West,14,Poor,No,Rare,High,Morning
10.527162,76.207919,Round West,14,Moderate,No,Frequent,Medium,Morning
10.524908,76.206929,Round West,9,Poor,No,Rare,High,Afternoon
10.531355,76.205865,Round West,10,Moderate,Yes,Rare,Medium,Night
10.529788,76.204847,Round West,14,Poor,Yes,Frequent,Low,Morning
10.531359,76.20743,Round West,12,Moderate,No,Rare,Low,Night
10.526296,76.210431,Round West,10,Poor,No,Rare,Medium,Afternoon
10.527047,76.20579,Round West,15,Poor,No,Rare,Medium,Night
10.524936,76.205141,Round West,14,Poor,No,Rare,High,Afternoon
10.523893,76.209691,Round West,12,Poor,No,Occasional,Low,Morning
10.530353,76.210245,Round West,16,Moderate,Yes,Frequent,High,Morning
10.528283,76.210746,Round West,12,Moderate,No,Rare,High,Evening
10.525758,76.204257,Round West,12,Poor,No,Occasional,High,Morning
10.527849,76.211293,Round West,13,Poor,Yes,Frequent,High,Evening
10.526129,76.207858,Round West,12,Poor,No,Rare,Medium,Morning
10.523933,76.204987,Round West,14,Moderate,No,Rare,Low,Afternoon
10.527238,76.207925,Round West,13,Moderate,No,Frequent,High,Afternoon
10.527511,76.209135,Round West,14,Poor,No,Occasional,High,Evening
10.525215,76.209187,Round West,10,Poor,No,Rare,Medium,Morning
10.531359,76.204551,Round West,11,Poor,No,Frequent,Medium,Morning
10.530545,76.205217,Round West,16,Poor,Yes,Frequent,High,Evening
10.529141,76.210505,Round West,12,Moderate,No,Rare,High,Evening
10.527577,76.208743,Round West,13,Poor,No,Occasional,High,Night
10.530551,76.208365,Round West,14,Poor,No,Occasional,Low,Morning
10.525325,76.209071,Round West,14,Poor,Yes,Rare,Medium,Night
10.526751,76.20901,Round West,13,Moderate,Yes,Rare,Medium,Evening
10.531595,76.204186,Round West,11,Poor,Yes,Occasional,High,Night
10.531417,76.207055,Round West,13,Good,Yes,Rare,High,Evening
10.528136,76.209708,Round West,13,Moderate,Yes,Rare,Low,Afternoon
10.530628,76.207033,Round West,14,Poor,Yes,Rare,Medium,Evening
10.530063,76.209898,Round West,10,Poor,Yes,Rare,Medium,Evening
10.529983,76.207285,Round West,12,Moderate,Yes,Rare,Medium,Night
10.527956,76.203846,Round West,12,Poor,No,Occasional,Medium,Night
10.526197,76.206732,Round West,15,Poor,No,Occasional,High,Evening
10.526708,76.20739,Round West,11,Poor,No,Rare,Medium,Evening
10.5255,76.206786,Round West,15,Good,No,Occasional,High,Night
10.528556,76.207508,Round West,14,Poor,Yes,Occasional,Medium,Afternoon
10.526638,76.210707,Round West,8,Moderate,No,Occasional,High,Afternoon
10.523805,76.20653,Round West,16,Good,Yes,Occasional,High,Night
10.526642,76.206991,Round West,14,Moderate,No,Rare,High,Morning
10.528463,76.209919,Round West,17,Poor,No,Occasional,High,Evening
10.530104,76.209545,Round West,14,Poor,No,Occasional,High,Morning
10.525548,76.211216,Round West,13,Moderate,No,Rare,High,Night
10.511982,76.217875,Shakthan Nagar,11,Poor,Yes,Occasional,Medium,Morning
10.515387,76.212454,Shakthan Nagar,12,Moderate,No,Occasional,High,Morning
10.513779,76.212858,Shakthan Nagar,13,Good,No,Rare,Medium,Evening
10.51399,76.215283,Shakthan Nagar,15,Poor,No,Occasional,High,Afternoon
10.517229,76.212581,Shakthan Nagar,11,Poor,Yes,Rare,Medium,Afternoon
10.512949,76.215849,Shakthan Nagar,12,Poor,No,Rare,Medium,Morning
10.512952,76.214601,Shakthan Nagar,11,Moderate,No,Rare,Low,Night
10.516038,76.212453,Shakthan Nagar,13,Poor,No,Occasional,Low,Night
10.519203,76.214268,Shakthan Nagar,13,Moderate,No,Rare,High,Evening
10.511847,76.215465,Shakthan Nagar,15,Poor,No,Rare,Medium,Afternoon
10.519111,76.215213,Shakthan Nagar,12,Poor,No,Rare,High,Night
10.513325,76.212096,Shakthan Nagar,12,Poor,No,Frequent,Medium,Night
10.516388,76.213688,Shakthan Nagar,10,Poor,No,Rare,High,Night
10.517744,76.212598,Shakthan Nagar,11,Moderate,No,Rare,Medium,Morning
10.518081,76.21379,Shakthan Nagar,11,Poor,Yes,Frequent,High,Afternoon
10.516491,76.214014,Shakthan Nagar,13,Moderate,No,Occasional,Medium,Evening
10.516193,76.211744,Shakthan Nagar,13,Moderate,No,Occasional,Medium,Night
10.513234,76.211166,Shakthan Nagar,13,Moderate,No,Rare,Low,Morning
10.511689,76.215536,Shakthan Nagar,14,Moderate,No,Rare,Low,Evening
10.513356,76.213527,Shakthan Nagar,16,Poor,No,Rare,High,Night
10.516256,76.214374,Shakthan Nagar,11,Moderate,No,Rare,Medium,Afternoon
10.514926,76.216141,Shakthan Nagar,15,Moderate,No,Frequent,High,Night
10.517039,76.21833,Shakthan Nagar,13,Moderate,No,Rare,High,Afternoon
10.513693,76.211035,Shakthan Nagar,15,Poor,No,Rare,Low,Night
10.512185,76.217554,Shakthan Nagar,11,Moderate,Yes,Rare,Medium,Morning
10.513313,76.21324,Shakthan Nagar,10,Poor,No,Occasional,High,Evening
10.512055,76.214552,Shakthan Nagar,13,Moderate,Yes,Rare,High,Morning
10.518541,76.215607,Shakthan Nagar,9,Moderate,No,Rare,Medium,Morning
10.515764,76.212995,Shakthan Nagar,14,Poor,No,Rare,Medium,Afternoon
10.519453,76.215695,Shakthan Nagar,10,Poor,No,Occasional,Medium,Morning
10.515962,76.216245,Shakthan Nagar,11,Good,No,Rare,High,Evening
10.515998,76.218061,Shakthan Nagar,12,Moderate,No,Occasional,High,Afternoon
10.512902,76.21592,Shakthan Nagar,13,Poor,No,Rare,Medium,Afternoon
10.512273,76.214003,Shakthan Nagar,10,Poor,No,Rare,Low,Morning
10.517549,76.213181,Shakthan Nagar,14,Good,Yes,Frequent,Medium,Evening
10.518917,76.212277,Shakthan Nagar,13,Moderate,No,Occasional,High,Evening
10.514695,76.211619,Shakthan Nagar,14,Moderate,No,Rare,High,Evening
10.515668,76.215389,Shakthan Nagar,13,Poor,No,Occasional,High,Morning
10.512213,76.216442,Shakthan Nagar,13,Good,No,Rare,High,Night
10.517756,76.21607,Shakthan Nagar,12,Moderate,No,Occasional,Medium,Morning
10.511789,76.212825,Shakthan Nagar,11,Moderate,No,Frequent,High,Morning
10.512201,76.217896,Shakthan Nagar,10,Poor,No,Rare,High,Night
10.51593,76.212844,Shakthan Nagar,10,Moderate,No,Occasional,Low,Night
10.516305,76.214525,Shakthan Nagar,8,Poor,No,Rare,High,Night
10.518855,76.214376,Shakthan Nagar,12,Poor,No,Rare,High,Night
10.514545,76.217424,Shakthan Nagar,12,Good,No,Rare,Medium,Afternoon
10.518444,76.216847,Shakthan Nagar,11,Poor,No,Rare,Medium,Morning
10.512147,76.213624,Shakthan Nagar,14,Moderate,No,Rare,Low,Evening
10.512888,76.21596,Shakthan Nagar,12,Poor,No,Rare,Medium,Morning
10.516628,76.21698,Shakthan Nagar,12,Poor,No,Occasional,High,Night
10.51256,76.217296,Shakthan Nagar,12,Moderate,No,Rare,Low,Night
10.51635,76.216518,Shakthan Nagar,14,Poor,No,Rare,Medium,Morning
10.512899,76.214421,Shakthan Nagar,10,Moderate,No,Rare,High,Afternoon
10.51444,76.210945,Shakthan Nagar,12,Poor,No,Occasional,Low,Afternoon
10.511706,76.211481,Shakthan Nagar,12,Moderate,No,Rare,High,Night
10.519227,76.21386,Shakthan Nagar,13,Moderate,No,Rare,High,Afternoon
10.513995,76.214449,Shakthan Nagar,11,Moderate,Yes,Occasional,Medium,Evening
10.516627,76.212128,Shakthan Nagar,12,Moderate,No,Frequent,High,Evening
10.516457,76.215602,Shakthan Nagar,12,Poor,No,Rare,Medium,Evening
10.511965,76.218359,Shakthan Nagar,15,Moderate,No,Rare,Medium,Morning
10.511962,76.21596,Shakthan Nagar,11,Poor,No,Rare,High,Afternoon
10.517037,76.210898,Shakthan Nagar,12,Good,Yes,Frequent,High,Evening
10.515575,76.218374,Shakthan Nagar,13,Poor,Yes,Rare,High,Evening
10.51395,76.215391,Shakthan Nagar,14,Poor,Yes,Rare,Low,Morning
10.515716,76.213809,Shakthan Nagar,10,Good,No,Rare,High,Morning
10.514442,76.213713,Shakthan Nagar,12,Poor,No,Occasional,High,Night
10.51812,76.216269,Shakthan Nagar,11,Poor,No,Rare,Medium,Afternoon
10.511654,76.212479,Shakthan Nagar,8,Poor,No,Occasional,High,Afternoon
10.517582,76.211497,Shakthan Nagar,10,Poor,No,Frequent,Medium,Morning
10.511597,76.21233,Shakthan Nagar,13,Poor,No,Rare,High,Afternoon
10.519307,76.216812,Shakthan Nagar,12,Moderate,No,Rare,Low,Evening
10.512378,76.214784,Shakthan Nagar,13,Moderate,Yes,Frequent,High,Afternoon
10.515135,76.217155,Shakthan Nagar,12,Poor,Yes,Occasional,Medium,Evening
10.5127,76.212997,Shakthan Nagar,11,Moderate,Yes,Occasional,Medium,Morning
10.517399,76.214208,Shakthan Nagar,10,Poor,No,Occasional,High,Morning
10.515176,76.21668,Shakthan Nagar,9,Poor,No,Rare,Low,Evening
10.518637,76.218043,Shakthan Nagar,11,Good,No,Rare,High,Morning
10.517005,76.213901,Shakthan Nagar,14,Poor,No,Rare,High,Morning
10.513537,76.217127,Shakthan Nagar,16,Good,Yes,Frequent,Low,Night
10.516775,76.217561,Shakthan Nagar,11,Poor,Yes,Frequent,Medium,Night
10.516593,76.215311,Shakthan Nagar,12,Moderate,Yes,Occasional,Low,Morning
10.512701,76.216299,Shakthan Nagar,11,Moderate,No,Frequent,Low,Afternoon
10.515598,76.215842,Shakthan Nagar,12,Good,No,Rare,Low,Night
10.51207,76.210497,Shakthan Nagar,13,Poor,Yes,Occasional,Medium,Night
10.519152,76.2163,Shakthan Nagar,10,Poor,No,Rare,High,Afternoon
10.514298,76.216597,Shakthan Nagar,11,Moderate,No,Occasional,Low,Afternoon
10.516791,76.211882,Shakthan Nagar,14,Poor,No,Occasional,High,Night
10.51362,76.210568,Shakthan Nagar,14,Good,Yes,Occasional,High,Morning
10.512157,76.218143,Shakthan Nagar,14,Poor,No,Rare,High,Evening
10.516497,76.213456,Shakthan Nagar,11,Good,Yes,Rare,Low,Morning
10.507645,76.205971,Patturaickal,14,Good,No,Occasional,Medium,Afternoon
10.511151,76.209242,Patturaickal,13,Moderate,No,Occasional,Medium,Morning
10.506336,76.212748,Patturaickal,11,Poor,No,Rare,Medium,Morning
10.51384,76.209815,Patturaickal,14,Good,No,Frequent,Medium,Evening
10.510659,76.210985,Patturaickal,13,Poor,Yes,Rare,High,Night
10.507025,76.207706,Patturaickal,14,Poor,Yes,Rare,Medium,Morning
10.513425,76.206797,Patturaickal,10,Good,Yes,Rare,Medium,Evening
10.509515,76.209904,Patturaickal,8,Poor,No,Rare,High,Morning
10.513545,76.206926,Patturaickal,12,Poor,No,Rare,High,Morning
10.513095,76.210166,Patturaickal,12,Poor,Yes,Rare,High,Evening
10.508287,76.211528,Patturaickal,12,Poor,No,Rare,High,Afternoon
10.51204,76.208684,Patturaickal,13,Poor,Yes,Occasional,Low,Afternoon
10.512736,76.210828,Patturaickal,13,Good,No,Rare,High,Morning
10.507419,76.20936,Patturaickal,14,Moderate,No,Rare,High,Evening
10.513877,76.212499,Patturaickal,13,Poor,Yes,Frequent,Medium,Morning
10.512542,76.206708,Patturaickal,11,Poor,No,Occasional,Low,Afternoon
10.510047,76.211726,Patturaickal,13,Poor,No,Rare,High,Night
10.510723,76.209067,Patturaickal,15,Poor,No,Rare,Medium,Night
10.50838,76.20952,Patturaickal,13,Poor,No,Rare,High,Afternoon
10.51109,76.211089,Patturaickal,13,Moderate,No,Frequent,High,Afternoon
10.507281,76.208692,Patturaickal,12,Poor,Yes,Rare,High,Morning
10.512401,76.206632,Patturaickal,10,Moderate,No,Occasional,High,Afternoon
10.510441,76.210865,Patturaickal,10,Poor,No,Rare,High,Evening
10.508843,76.21127,Patturaickal,13,Poor,Yes,Rare,Medium,Evening
10.510434,76.205042,Patturaickal,11,Poor,No,Rare,High,Evening
10.513665,76.207944,Patturaickal,13,Good,Yes,Occasional,Medium,Afternoon
10.508615,76.206191,Patturaickal,13,Moderate,No,Occasional,High,Morning
10.513971,76.207946,Patturaickal,11,Poor,No,Frequent,Low,Night
10.509589,76.210777,Patturaickal,12,Moderate,No,Frequent,Low,Evening
10.509132,76.208301,Patturaickal,14,Good,No,Occasional,Medium,Evening
10.511565,76.205026,Patturaickal,9,Moderate,Yes,Rare,Low,Night
10.512354,76.205744,Patturaickal,14,Poor,No,Rare,High,Afternoon
10.510706,76.208848,Patturaickal,11,Poor,Yes,Occasional,High,Afternoon
10.51064,76.209492,Patturaickal,12,Poor,No,Frequent,High,Morning
10.510485,76.209828,Patturaickal,14,Good,No,Frequent,Medium,Evening
10.508159,76.2116,Patturaickal,13,Poor,No,Frequent,High,Morning
10.509986,76.205616,Patturaickal,12,Moderate,No,Occasional,Low,Night
10.512279,76.210661,Patturaickal,11,Poor,No,Rare,Medium,Evening
10.512309,76.209138,Patturaickal,10,Poor,No,Frequent,High,Evening
10.508626,76.208472,Patturaickal,12,Good,No,Occasional,Medium,Night
10.506709,76.206765,Patturaickal,15,Good,No,Rare,High,Evening
10.513987,76.212465,Patturaickal,13,Poor,No,Rare,High,Night
10.511141,76.20837,Patturaickal,14,Moderate,No,Frequent,High,Afternoon
10.506947,76.208279,Patturaickal,13,Poor,Yes,Rare,Low,Evening
10.512718,76.208071,Patturaickal,15,Moderate,No,Rare,Medium,Evening
10.507476,76.207898,Patturaickal,15,Good,No,Rare,Medium,Night
10.508676,76.20521,Patturaickal,12,Poor,No,Frequent,High,Night
10.50839,76.212525,Patturaickal,9,Poor,Yes,Frequent,Medium,Afternoon
10.508074,76.208437,Patturaickal,13,Poor,Yes,Rare,High,Evening
10.509665,76.208864,Patturaickal,11,Moderate,No,Frequent,Low,Afternoon
10.507068,76.205645,Patturaickal,12,Moderate,No,Occasional,High,Night
10.509495,76.210836,Patturaickal,15,Poor,Yes,Rare,Medium,Night
10.512124,76.206271,Patturaickal,10,Moderate,No,Rare,Medium,Evening
10.512011,76.210256,Patturaickal,13,Poor,No,Rare,Medium,Night
10.513653,76.205552,Patturaickal,12,Poor,Yes,Rare,Medium,Night
10.508094,76.206976,Patturaickal,12,Poor,Yes,Occasional,High,Morning
10.51325,76.206996,Patturaickal,14,Poor,No,Rare,High,Evening
10.509598,76.211214,Patturaickal,11,Poor,Yes,Rare,Medium,Evening
10.506523,76.208901,Patturaickal,8,Moderate,Yes,Occasional,Low,Evening
10.508779,76.212199,Patturaickal,14,Moderate,No,Occasional,Medium,Evening
10.506175,76.21031,Patturaickal,12,Good,No,Rare,High,Morning
10.513495,76.205418,Patturaickal,13,Moderate,Yes,Rare,Medium,Night
10.50935,76.207081,Patturaickal,13,Poor,No,Occasional,High,Morning
10.507585,76.209523,Patturaickal,10,Poor,No,Rare,High,Afternoon
10.509711,76.212776,Patturaickal,9,Moderate,Yes,Rare,High,Afternoon
10.506913,76.20621,Patturaickal,14,Poor,No,Rare,High,Night
10.507803,76.207008,Patturaickal,12,Good,No,Rare,Medium,Evening
10.510187,76.205918,Patturaickal,14,Moderate,No,Rare,High,Night
10.512881,76.210783,Patturaickal,12,Moderate,No,Rare,Medium,Morning
10.510348,76.205654,Patturaickal,11,Poor,No,Occasional,High,Night
10.509666,76.208878,Patturaickal,13,Good,No,Rare,Medium,Morning
10.509698,76.208294,Patturaickal,14,Good,Yes,Occasional,High,Evening
10.511208,76.209363,Patturaickal,12,Poor,Yes,Rare,High,Night
10.512451,76.208674,Patturaickal,11,Poor,No,Rare,Medium,Night
10.506416,76.21129,Patturaickal,11,Good,No,Rare,High,Night
10.507318,76.207642,Patturaickal,11,Poor,No,Frequent,High,Evening
10.512054,76.209155,Patturaickal,13,Poor,No,Rare,High,Afternoon
10.513037,76.211965,Patturaickal,12,Moderate,No,Rare,Medium,Evening
10.50791,76.20861,Patturaickal,14,Moderate,No,Frequent,High,Night
10.51031,76.208983,Patturaickal,12,Poor,No,Rare,High,Afternoon
10.533844,76.207254,Chembukkavu,11,Poor,No,Rare,Low,Morning
10.539205,76.209716,Chembukkavu,14,Poor,No,Occasional,Medium,Morning
10.53463,76.206187,Chembukkavu,13,Poor,No,Rare,Low,Night
10.537621,76.207077,Chembukkavu,10,Poor,No,Frequent,Medium,Evening
10.539383,76.205168,Chembukkavu,12,Poor,No,Rare,High,Evening
10.534264,76.207567,Chembukkavu,13,Poor,No,Rare,High,Morning
10.539346,76.204534,Chembukkavu,11,Good,No,Occasional,Medium,Afternoon
10.534474,76.209152,Chembukkavu,11,Poor,No,Frequent,High,Night
10.538234,76.203217,Chembukkavu,15,Good,No,Occasional,Low,Night
10.533668,76.209059,Chembukkavu,10,Moderate,No,Occasional,High,Evening
10.539429,76.206042,Chembukkavu,11,Poor,No,Rare,Medium,Evening
10.540873,76.207343,Chembukkavu,12,Poor,No,Occasional,High,Night
10.538077,76.203328,Chembukkavu,11,Poor,No,Frequent,Medium,Morning
10.534298,76.202101,Chembukkavu,13,Poor,Yes,Rare,High,Evening
10.537478,76.206219,Chembukkavu,13,Good,Yes,Occasional,High,Evening
10.533635,76.207852,Chembukkavu,12,Poor,No,Rare,Low,Evening
10.534499,76.208865,Chembukkavu,12,Moderate,No,Occasional,High,Night
10.538682,76.204515,Chembukkavu,14,Poor,No,Rare,Low,Evening
10.536769,76.208573,Chembukkavu,8,Poor,No,Occasional,High,Afternoon
10.536954,76.208626,Chembukkavu,10,Good,No,Rare,High,Night
10.535682,76.20339,Chembukkavu,13,Poor,No,Occasional,High,Afternoon
10.533805,76.203919,Chembukkavu,13,Good,No,Occasional,Medium,Afternoon
10.534136,76.204784,Chembukkavu,14,Moderate,Yes,Occasional,Medium,Afternoon
10.538209,76.206967,Chembukkavu,11,Moderate,No,Rare,Low,Evening
10.535819,76.208732,Chembukkavu,12,Poor,Yes,Rare,High,Morning
10.538073,76.20301,Chembukkavu,12,Poor,No,Rare,High,Evening
10.538409,76.204601,Chembukkavu,11,Poor,No,Frequent,Medium,Evening
10.534399,76.208846,Chembukkavu,12,Good,Yes,Rare,Medium,Evening
10.534817,76.208696,Chembukkavu,13,Poor,Yes,Rare,Medium,Afternoon
10.538553,76.206101,Chembukkavu,9,Moderate,Yes,Occasional,High,Afternoon
10.535442,76.203701,Chembukkavu,13,Moderate,No,Rare,High,Afternoon
10.53997,76.208129,Chembukkavu,12,Poor,No,Occasional,High,Night
10.539308,76.20732,Chembukkavu,12,Moderate,No,Rare,Low,Evening
10.538366,76.206484,Chembukkavu,11,Poor,No,Rare,Low,Afternoon
10.533888,76.205576,Chembukkavu,14,Poor,No,Rare,Medium,Evening
10.537373,76.205043,Chembukkavu,11,Poor,No,Rare,High,Evening
10.540814,76.202886,Chembukkavu,11,Poor,Yes,Frequent,High,Night
10.538919,76.209345,Chembukkavu,11,Poor,Yes,Frequent,Medium,Night
10.53524,76.208867,Chembukkavu,13,Moderate,Yes,Rare,High,Morning
10.539032,76.208439,Chembukkavu,11,Poor,No,Occasional,High,Morning
10.533144,76.209702,Chembukkavu,10,Moderate,No,Rare,High,Morning
10.539635,76.204252,Chembukkavu,14,Poor,Yes,Rare,High,Night
10.539982,76.202901,Chembukkavu,12,Moderate,No,Rare,High,Afternoon
10.533772,76.203935,Chembukkavu,15,Moderate,No,Rare,High,Evening
10.533099,76.20575,Chembukkavu,13,Poor,No,Rare,High,Morning
10.535378,76.204399,Chembukkavu,9,Good,No,Rare,Medium,Evening
10.538946,76.202385,Chembukkavu,13,Poor,No,Rare,High,Afternoon
10.540138,76.203483,Chembukkavu,15,Poor,Yes,Rare,Low,Evening
10.533632,76.203916,Chembukkavu,12,Poor,Yes,Rare,High,Night
10.533509,76.208651,Chembukkavu,14,Good,No,Rare,High,Morning
10.537792,76.202919,Chembukkavu,13,Poor,Yes,Rare,Low,Evening
10.540032,76.206574,Chembukkavu,12,Poor,No,Rare,Low,Evening
10.53714,76.205443,Chembukkavu,10,Poor,Yes,Occasional,Medium,Morning
10.539191,76.206815,Chembukkavu,8,Good,Yes,Occasional,Medium,Night
10.54014,76.205547,Chembukkavu,14,Poor,No,Frequent,Medium,Evening
10.537734,76.207621,Chembukkavu,14,Moderate,No,Rare,High,Night
10.534899,76.206099,Chembukkavu,11,Poor,No,Rare,High,Afternoon
10.536901,76.207218,Chembukkavu,10,Poor,No,Rare,High,Afternoon
10.540604,76.206805,Chembukkavu,12,Poor,No,Rare,Low,Night
10.538073,76.202567,Chembukkavu,15,Poor,No,Frequent,Medium,Afternoon
10.535035,76.204895,Chembukkavu,10,Poor,Yes,Occasional,High,Morning
10.53412,76.204215,Chembukkavu,12,Good,No,Rare,High,Afternoon
10.540772,76.204651,Chembukkavu,9,Poor,No,Rare,High,Morning
10.537886,76.204245,Chembukkavu,11,Poor,No,Frequent,High,Night
10.534656,76.206133,Chembukkavu,11,Moderate,Yes,Frequent,High,Morning
10.539421,76.206576,Chembukkavu,10,Poor,No,Rare,High,Afternoon
10.537101,76.204348,Chembukkavu,11,Poor,No,Rare,High,Morning
10.533697,76.206937,Chembukkavu,13,Poor,No,Rare,High,Morning
10.533911,76.204762,Chembukkavu,14,Poor,No,Occasional,Low,Night
10.536948,76.207618,Chembukkavu,12,Poor,No,Rare,Low,Night
10.540943,76.203052,Chembukkavu,10,Good,No,Occasional,Medium,Evening
10.536375,76.205288,Chembukkavu,9,Poor,Yes,Rare,Medium,Evening
10.540261,76.207712,Chembukkavu,9,Moderate,No,Rare,Low,Night
10.53959,76.20964,Chembukkavu,13,Poor,No,Occasional,High,Afternoon
10.53957,76.202013,Chembukkavu,11,Moderate,Yes,Rare,Low,Evening
10.535061,76.202476,Chembukkavu,12,Poor,No,Rare,High,Night
10.53783,76.207493,Chembukkavu,11,Poor,No,Rare,Medium,Night
10.53665,76.204952,Chembukkavu,10,Poor,No,Occasional,Low,Night
10.533968,76.205352,Chembukkavu,11,Poor,No,Rare,High,Night
10.533641,76.204838,Chembukkavu,12,Moderate,Yes,Frequent,High,Morning
10.536734,76.222349,Poonkunnam,10,Good,No,Frequent,High,Night
10.533949,76.217081,Poonkunnam,14,Moderate,Yes,Rare,High,Afternoon
10.534289,76.224306,Poonkunnam,14,Poor,No,Frequent,High,Evening
10.534992,76.217964,Poonkunnam,12,Poor,No,Frequent,Medium,Afternoon
10.53642,76.217532,Poonkunnam,10,Poor,No,Frequent,High,Afternoon
10.529294,76.220376,Poonkunnam,12,Moderate,No,Occasional,Medium,Evening
10.53156,76.220888,Poonkunnam,11,Moderate,No,Rare,High,Evening
10.530184,76.221469,Poonkunnam,12,Poor,No,Rare,Low,Afternoon
10.531945,76.222833,Poonkunnam,14,Moderate,No,Frequent,High,Evening
10.53474,76.220439,Poonkunnam,13,Good,No,Rare,Low,Evening
10.534584,76.219203,Poonkunnam,14,Poor,No,Rare,High,Night
10.532771,76.223387,Poonkunnam,11,Good,No,Rare,Low,Afternoon
10.535779,76.22386,Poonkunnam,12,Poor,No,Rare,Medium,Evening
10.531751,76.221658,Poonkunnam,13,Moderate,No,Rare,High,Afternoon
10.532169,76.221809,Poonkunnam,14,Moderate,Yes,Rare,Medium,Evening
10.532196,76.218335,Poonkunnam,14,Good,Yes,Occasional,Medium,Evening
10.532644,76.218141,Poonkunnam,11,Good,No,Occasional,High,Night
10.530436,76.217204,Poonkunnam,13,Moderate,No,Rare,Low,Afternoon
10.534367,76.222095,Poonkunnam,11,Poor,Yes,Rare,Medium,Morning
10.532477,76.21949,Poonkunnam,11,Poor,Yes,Rare,High,Night
10.534617,76.221846,Poonkunnam,10,Poor,No,Rare,Low,Morning
10.537104,76.220632,Poonkunnam,11,Moderate,No,Occasional,High,Evening
10.534706,76.218124,Poonkunnam,11,Poor,No,Rare,High,Evening
10.533244,76.224712,Poonkunnam,12,Poor,No,Rare,High,Evening
10.532274,76.217312,Poonkunnam,12,Poor,No,Rare,Medium,Afternoon
10.53048,76.217187,Poonkunnam,11,Moderate,No,Rare,High,Afternoon
10.53525,76.220668,Poonkunnam,13,Good,No,Frequent,Low,Night
10.530129,76.224647,Poonkunnam,11,Poor,No,Occasional,High,Evening
10.531712,76.224107,Poonkunnam,14,Moderate,No,Frequent,High,Morning
10.537072,76.219307,Poonkunnam,13,Poor,No,Rare,High,Night
10.536889,76.220116,Poonkunnam,9,Poor,No,Rare,Medium,Evening
10.533531,76.218233,Poonkunnam,10,Poor,Yes,Rare,High,Afternoon
10.53363,76.221334,Poonkunnam,13,Moderate,Yes,Occasional,Medium,Morning
10.532724,76.219419,Poonkunnam,13,Good,Yes,Frequent,High,Night
10.531275,76.218557,Poonkunnam,12,Moderate,No,Occasional,Low,Night
10.531362,76.224731,Poonkunnam,11,Moderate,Yes,Rare,Low,Night
10.533662,76.219778,Poonkunnam,10,Moderate,No,Rare,Medium,Evening
10.532752,76.22201,Poonkunnam,12,Poor,No,Rare,Medium,Night
10.533111,76.220214,Poonkunnam,14,Moderate,No,Occasional,High,Morning
10.534165,76.21861,Poonkunnam,15,Moderate,Yes,Frequent,Low,Morning
10.532361,76.217316,Poonkunnam,17,Moderate,Yes,Frequent,Medium,Evening
10.531022,76.224712,Poonkunnam,9,Poor,No,Rare,Medium,Morning
10.536476,76.222777,Poonkunnam,14,Good,Yes,Occasional,High,Evening
10.530245,76.223324,Poonkunnam,12,Good,Yes,Frequent,Low,Evening
10.530199,76.223354,Poonkunnam,13,Poor,No,Occasional,High,Morning
10.536752,76.21819,Poonkunnam,11,Poor,No,Occasional,Medium,Evening
10.532901,76.224848,Poonkunnam,14,Poor,Yes,Frequent,Medium,Afternoon
10.53391,76.220003,Poonkunnam,12,Moderate,No,Rare,High,Afternoon
10.531486,76.218626,Poonkunnam,11,Moderate,Yes,Occasional,Medium,Night
10.53329,76.220939,Poonkunnam,14,Moderate,No,Rare,Low,Afternoon
10.533818,76.223925,Poonkunnam,12,Poor,No,Frequent,Medium,Afternoon
10.53582,76.223116,Poonkunnam,12,Poor,No,Occasional,Low,Night
10.533788,76.224648,Poonkunnam,12,Moderate,No,Rare,Medium,Evening
10.536032,76.220513,Poonkunnam,12,Moderate,No,Rare,Medium,Afternoon
10.535976,76.224145,Poonkunnam,13,Good,No,Rare,Medium,Evening
10.534213,76.224411,Poonkunnam,7,Poor,No,Frequent,High,Morning
10.529353,76.220815,Poonkunnam,14,Good,Yes,Occasional,High,Afternoon
10.53474,76.218075,Poonkunnam,14,Good,No,Occasional,High,Morning
10.531595,76.21987,Poonkunnam,11,Moderate,Yes,Rare,Medium,Night
10.530886,76.22466,Poonkunnam,13,Moderate,Yes,Rare,High,Night
10.529271,76.224983,Poonkunnam,14,Poor,No,Rare,Medium,Evening
10.531557,76.217115,Poonkunnam,13,Moderate,No,Occasional,High,Morning
10.535103,76.223673,Poonkunnam,11,Moderate,Yes,Rare,High,Afternoon
10.535227,76.223151,Poonkunnam,13,Moderate,No,Rare,Medium,Afternoon
10.534468,76.223129,Poonkunnam,12,Poor,Yes,Rare,High,Night
10.529909,76.220901,Poonkunnam,14,Poor,No,Frequent,Low,Evening
10.529821,76.22026,Poonkunnam,11,Poor,No,Occasional,Medium,Evening
10.531991,76.217888,Poonkunnam,12,Moderate,No,Rare,Medium,Evening
